Name,placeID,address,location,rating,userRatingTotal
木耳森林-甜品&涼意麵(嘉義國華店),ChIJwaxWyDGUbjQRN1HLF-fk1rk,600台灣嘉義市西區國華街227號,"23.4783783,120.4485556",4.9,165
香吉士蔬食小站｜嘉義素食無肉米漢堡｜文化路素食首選｜午餐首選｜晚餐首選｜嘉義健康素食 | Vegan rice burger | Vegan food |,ChIJj64Qkc2VbjQR_XNUAzwh3YM,600台灣嘉義市西區中正路403號後面號,"23.4786645,120.4491021",4.9,556
珍煮丹嘉義中正店,ChIJdf3vuS-UbjQRzY7YGp4Ibk0,600台灣嘉義市東區中正路327號,"23.478895,120.4511503",4,682
嘉義品安豆漿豆花,ChIJ33K_bTGUbjQRgfi5d2nnnKw,600台灣嘉義市東區中正路335號,"23.4788674,120.450882",4.5,3283
酸奶大獅Yogurt Master,ChIJp6ntCUmVbjQR9Yw8SWFnb7Q,600台灣嘉義市東區興中街134號,"23.4793858,120.4514097",4.6,290
小亮點親子餐廳 Mega Kids Restaurant,ChIJv1Ia0KmVbjQR8jBnekXHvFM,600台灣嘉義市西區仁愛路560號1樓,"23.478071,120.4422978",4.4,159
樂布。鍋燒麵 刈包,ChIJ_4iyOsaVbjQRD-rJ3RsiUMM,600台灣嘉義市東區台林街197號,"23.4959538,120.4551084",4.4,52
阿水師魚翅羹,ChIJUXYdZMiVbjQRi7a2kuPMCEc,600台灣嘉義市東區嘉北街11之1號,"23.4939675,120.4562665",4.2,32
上宇林 嘉義吳鳳店,ChIJG8VnxpCVbjQRU5drvtItKjU,600台灣嘉義市東區吳鳳北路243號,"23.4797601,120.4530643",4.1,102
骨力牛 - 嘉義總店,ChIJjSBt6bWVbjQR1xqEAcJi2GI,600台灣嘉義市東區新生路729號,"23.4956737,120.4546543",4.4,274
花羨沐嵐 嘉義仁愛店,ChIJV4MAbuqVbjQR9K2DLq1AoKo,600台灣嘉義市西區仁愛路451號,"23.4781643,120.4417428",3.2,43
兜圈咖啡,ChIJnTgABVWVbjQR4YlB1-gJ1js,600台灣嘉義市東區和平路323號,"23.4822818,120.4558797",4.8,130
義食.Eat義式餐廳,ChIJs1TVu-yVbjQRiNBskQTbKQA,60047台灣嘉義市東區公明路235號,"23.4799108,120.4528346",4.6,36
樂樂水煎包朴子店,ChIJF9kkh2GdbjQR74igSkQc3MU,613台灣嘉義縣朴子市平和里海通路10號,"23.4640488,120.2474836",4.4,33
木昂手作-嘉義林森店-嘉義必喝飲料|特色茶飲|人氣飲料|熱門飲料|推薦手搖|在地推薦飲料,ChIJq9YSBDmVbjQRx8o5n6MXvqs,600台灣嘉義市東區林森東路102號,"23.4868704,120.4575845",4.8,64
國華水煎包,ChIJ_3x17MaVbjQRUrnOLY-_jos,600台灣嘉義市東區中正路287號,"23.4791175,120.4523089",4.9,292
千墨低卡計畫,ChIJcawoSOyVbjQRShBLvZC-wkA,600台灣嘉義市西區新榮路275號,"23.4777627,120.4441681",4.3,155
DOJA小仁泉極品豆漿豆花-嘉義台林店,ChIJtwkX1NOVbjQRXjavxE-y0Dk,600台灣嘉義市東區台林街191號,"23.4958172,120.4550605",4.2,35
嘉義品安豆漿豆花,ChIJ33K_bTGUbjQRgfi5d2nnnKw,600台灣嘉義市東區中正路335號,"23.4788674,120.450882",4.5,3283
小龍湯包（新生店）,ChIJic_T0LGVbjQRRwSytb-4VTI,600台灣嘉義市東區新生路648號,"23.4941973,120.4567422",4.2,23
陸柒零年代飲品創始店 - 嘉義台林分行,ChIJtUKG6vuVbjQRqjQ3heqOnXg,600台灣嘉義市東區台林街201-3號,"23.496189,120.4552354",4.6,39
小川脆皮雞蛋糕、黑糖飲品,ChIJcRky7dqVbjQRhDgWdM1IUDg,600台灣嘉義市東區光華路109號,"23.4786474,120.4518603",4.3,15
萃搭紅茶專賣店-台林總店,ChIJu67V71GVbjQR_6Iv0HxFWiI,600台灣嘉義市東區台林街122-2號,"23.4960321,120.4553736",4.9,63
億品鍋嘉義店-嘉義人氣鍋物|平價火鍋|海鮮火鍋|必吃火鍋|外帶鍋物|聚餐餐廳,ChIJA-1FuBuVbjQRkdn-xnGirlw,600台灣嘉義市東區中山路126號,"23.4819182,120.455846",4.6,1674
軍茶嘉義博愛店,ChIJ7-G_AGqVbjQRQppXnYKhINs,600台灣嘉義市西區博愛路二段270號,"23.4797599,120.437813",4.7,54
Loha甘丹簡單茶飲新生店 嘉義飲品美食 無糖好茶,ChIJtwDzb8iVbjQRcL7YPDAI3O4,600台灣嘉義市東區新生路648號-1號,"23.4941232,120.4566783",4.3,78
榮記鮮果茶飲(原另果)Wing's Drinks,ChIJ613CldmVbjQRUqwLcw2AUek,600台灣嘉義市西區仁愛路542號,"23.4776444,120.4420994",4.8,30
小花椰健康/健身餐盒,ChIJgSuWiW2VbjQRebaCr4rvnLY,600台灣嘉義市西區蘭井街222號,"23.4772815,120.4474314",4.2,146
可味肉乾,ChIJuTXtHzSUbjQR-t7BOFSLk0A,600台灣嘉義市東區中正路238號,"23.4794085,120.4541403",4.7,139
珍珍快炒,ChIJUUuNrvPJbjQRxYx7ChKAAQE,640台灣雲林縣斗六市大同路31號,"23.7104341,120.5419527",4.3,3
泡菜哥韓食車車-嘉義店,ChIJ6X0JJFGVbjQR3pIfZiG21fQ,600台灣嘉義市西區延平街301號,"23.4765531,120.4483119",4.9,99
吉祥手作弁當專賣店,ChIJwddpnC-UbjQRn5yKkpIvQ4k,600台灣嘉義市西區西榮街129號,"23.4767362,120.4453133",4.2,73
鉄公雞手搖飲品店,ChIJtzVCwVmVbjQRFuXk73D-Bl8,600台灣嘉義市東區吳鳳北路190號,"23.4788756,120.4534441",5,10
兩津芙蓉蛋塔-嘉義仁愛店,ChIJ9TnliUiVbjQRvFmnOtz--Ls,600台灣嘉義市西區仁愛路411號,"23.4773264,120.4418745",4.2,44
初餖紙手作冰品舖,ChIJ7XqadA6VbjQRESfiuQiuJuE,600台灣嘉義市西區國華街175號1樓2,"23.4771138,120.4486464",5,5
三媽臭臭鍋新生店,ChIJoY8Hc8iVbjQRR0D4HLr1dqc,600台灣嘉義市東區新生路572號,"23.4922186,120.4580692",3.8,282
秘醬滷味 嘉義吳鳳店,ChIJpZQaIveVbjQRWxwwsDXCxOU,600台灣嘉義市東區吳鳳北路185號,"23.478307,120.4532289",4.9,144
橡園咖啡嘉義店,ChIJITSUKZ2VbjQRxqVHyMcjZI8,600台灣嘉義市西區新榮路124號,"23.4762095,120.4445403",4.7,107
老四川巴蜀麻辣燙嘉義中興店,ChIJ2S2ipUCXbjQRYIIG8AhjxiU,600台灣嘉義市西區中興路192號,"23.482615,120.4346593",4.4,314
檠子奇咖啡&鬆餅 CingCoffee,ChIJpxU0gMaVbjQRdsFfVr3bJGo,600台灣嘉義市東區義教街757號,"23.4984079,120.4530927",4.9,32
Ajosi 阿啾嘻 韓國平價火鍋 嘉義仁愛店,ChIJhdaYFBKVbjQRzqvlNjSa8HQ,600台灣嘉義市西區仁愛路530號,"23.4773482,120.4420531",4.4,269
嘉北平價牛排,ChIJAQDLPIKWbjQRIT3PjaecXgA,600台灣嘉義市西區興雅路69號,"23.4828951,120.4342073",4.4,240
後站海產小吃店,ChIJxQJJ4SiUbjQRzpsFytJAaqA,600台灣嘉義市西區後驛街151巷11號,"23.4793338,120.439661",4.4,564
達人手工飲品-嘉義店,ChIJIScWLE6VbjQRN0hRmq9hps0,600台灣嘉義市東區義教街723號,"23.4983594,120.4541113",4.9,41
『 兩餐 』 두끼 韓國年糕火鍋吃到飽-嘉義店,ChIJqwIsNQ6VbjQRgEngEZxvplA,600台灣嘉義市西區博愛路二段281號1樓,"23.4781873,120.438057",4.8,4705
女巫貓葵／女巫湯麵／鱷魚冰淇淋／女巫藍眼淚湯麵／古曼少女沙克飯／冰淇淋涼麵／嘉義美食推薦／嘉義小吃／嘉義市美食／泰式料理／嘉義雞肉飯，午餐，晚餐，宵夜，麵食，火鍋，牛肉麵，飲料，冰品，冰淇淋,ChIJTToy8auVbjQRK25ti89p638,600台灣嘉義市東區義教街702號2樓,"23.4985414,120.4539519",4.8,5508
達美樂披薩 嘉義民族店,ChIJwYfKcjCUbjQRy1b87Nwm6cI,600台灣嘉義市西區民族路495號1樓,"23.4757858,120.4486462",4.1,323
斑鳩的窩 嘉義博愛店,ChIJhdqAZSiUbjQRtom4XQt-lqs,600台灣嘉義市西區博愛路二段281號,"23.4783129,120.4379325",3.8,248
洋城義大利餐廳-嘉義大潤發店,ChIJM-_cYR-VbjQRj57U8wNRfqA,600台灣嘉義市西區博愛路二段281號1樓,"23.4781873,120.438057",4.8,2955
新上海美味鍋(嘉義友愛店),ChIJc_maXIKWbjQRpvKz4uigQxQ,600台灣嘉義市西區友愛路218號,"23.4815753,120.4341018",3.9,551
二姐雞肉飯,ChIJgXo6ZyiVbjQR9WaDt6AzE38,600台灣嘉義市西區文化路86號,"23.4765437,120.4500829",4.5,10
小紅帽脆皮章魚燒 台林分店,ChIJd5fQadyVbjQRNFq_EqrvJ6o,600台灣嘉義市東區台林街241-1號,"23.4980847,120.4550964",4.2,38
鮮五丼 嘉義店(大潤發),ChIJ0fAXZSiUbjQRSD-Qoh8GSpk,600台灣嘉義市西區博愛路二段281號大潤發-鮮五丼,"23.4781873,120.438057",3.5,224
Pizza Hut Chiayi Minzu,ChIJsbsFEDCUbjQRcRt58DZZiPU,60045台灣嘉義市西區民族路534號,"23.4759585,120.4480396",4.4,806
四季自然冰品,ChIJewJLYCWUbjQRDlkFgCXeYW0,600台灣嘉義市西區民族路584號,"23.4758651,120.4469173",4.4,239
菇雞菇雞美式炸雞,ChIJDdGmQtaVbjQRVJ2i4rdj118,600台灣嘉義市東區義教街709號,"23.4983152,120.4543193",4.9,232
老木紅茶 嘉義民族店,ChIJT06MbYaVbjQRoCkuQNwikWc,600台灣嘉義市西區民族路535號,"23.4756607,120.4475442",4.1,70
LoHa 甘丹簡單輕茶飲,ChIJGf_L9y-UbjQRZ4hhuc7DM80,600台灣嘉義市西區民族路594號,"23.4758312,120.4463541",4.1,181
湯師父美味鍋24H（嘉義民族）,ChIJldMXDjCUbjQRhDZP6GugtaY,600台灣嘉義市東區民族路648號,"23.4757187,120.4447232",3.9,875
威尼爾食堂,ChIJG_Kml-mVbjQR_aBVnaapAVs,600台灣嘉義市西區民族路543號,"23.475699,120.4473269",4.9,105
陳家美食（陳家雞肉飯）,ChIJ1YtieSWUbjQRcwnPM2q8Dz8,600台灣嘉義市西區民族路633號,"23.4754343,120.4449045",2.7,415
冰鑽8,ChIJS-jujTGUbjQR1d_lLDqvu_c,600台灣嘉義市西區民族路496號600,"23.4760295,120.4489911",4.3,30
銅共啊餅 （紅豆餅/車輪餅）,ChIJU4OyHRWVbjQRUB3k44PviyI,600台灣嘉義市東區公明路139號,"23.4801234,120.4560371",4.8,83
傻師傅湯包-嘉義民族店,ChIJHUPzE7qVbjQRYtI7O5hu5Dw,60045台灣嘉義市西區民族路550號,"23.4759528,120.4476581",4.8,1593
紅葉牛排(友愛店),ChIJIZKxRoKWbjQRpXDlycTrzkA,600台灣嘉義市西區友愛路230號號,"23.4819037,120.43409",3.9,589
五美茶果茶（嘉義民族店）,ChIJO2EO1QmVbjQRzj836dYNepE,600台灣嘉義市西區民族路547號,"23.475631,120.4472301",3.8,38
美食系列炸雞-15年店家,ChIJyxIsR7uVbjQRJx_ZgXuTtAU,600台灣嘉義市西區北興街349號,"23.4867109,120.4360778",3.6,7
鶴茶樓- 鶴頂紅茶商店(嘉義民族店),ChIJT6G8LeyVbjQRSgbNeNfPirE,600台灣嘉義市西區民族路453號,"23.4758872,120.4497349",4.4,195
可不可熟成紅茶 嘉義民族店,ChIJ3x_qavyVbjQRMj7SGEOzDug,600台灣嘉義市西區民族路463號,"23.4758695,120.4494928",4,276
媚子藕粉冰粉,ChIJmbKwrBOVbjQRP8eFSe_ZsSI,600台灣嘉義市西區新民路802號,"23.4704901,120.4400372",4.4,29
渼橘客新鮮果優格專賣店,ChIJn7_mEMSVbjQR76fTM0rXFbg,600台灣嘉義市東區義教街927號,"23.5003037,120.4521249",4.3,85
NEKO 反轉厚奶酥-嘉義店,ChIJz1RyJmaVbjQRGHWEkTGzLXk,600台灣嘉義市東區民族路394號,"23.4762481,120.4513526",4.1,149
柳可可 Liu CoCo,ChIJazY2ilKVbjQRAMTX5yN7ork,600台灣嘉義市西區民族路465號,"23.4758693,120.4494798",4.7,95
鍋賣局百元小火鍋-嘉義仁愛店,ChIJvQfdUmaVbjQRn3mnlCXDUP0,600台灣嘉義市西區仁愛路373號1樓,"23.475902,120.4420077",4.2,829
黃金比綠茶飲專賣店-嘉義文化店,ChIJCTkoYjCUbjQRW_cXOxR-6KU,600台灣嘉義市西區文化路29號,"23.4758682,120.449945",3.2,62
石一籠光華店,ChIJ8bTGNtqVbjQRIn88mXM4N2M,600台灣嘉義市東區光華路58號,"23.4776882,120.4539394",4.7,40
豆豆 小籠湯包、蒸餃,ChIJ9yQ1k0aUbjQRX_U2TS90Q6o,600台灣嘉義市東區芳安路229號,"23.4682471,120.4593812",4.4,3370
請ㄋㄧˇ喝奶茶,ChIJx8SQXc2XbjQRHBYVYaijA8g,600台灣嘉義市西區德安路31號,"23.4839327,120.4327131",2.3,3
小妞魯味,ChIJ0zXGYjCUbjQRbghNcF9Hee8,600台灣嘉義市西區文化路29號,"23.4758699,120.4499621",3.2,262
光華愛玉,ChIJNV88xTaUbjQRIEzE7FaJE8E,600台灣嘉義市東區光華路47號,"23.4775396,120.4537683",4.4,1001
壹等葉-臺灣牛肉麵（文化公園店）,ChIJP7PYdXKVbjQR4YQjVb_0uGs,600台灣嘉義市西區文化路31號,"23.4758567,120.4499789",3.9,92
老賴茶棧嘉義店,ChIJpeFDeuuVbjQRw6h3pn1yDM8,600台灣嘉義市東區民族路436號,"23.476162,120.4505014",3.4,69
胖老爹美式炸雞 文化公園店,ChIJs5s2neuVbjQRiNWZW6oKlW4,600台灣嘉義市東區民族路390號,"23.4762674,120.4514133",4.8,2702
將太壽司(嘉義店),ChIJf6mfkSWUbjQRPkhVLa2tyhk,600台灣嘉義市西區民族路675號,"23.475351,120.4434302",4.3,16
南台灣土托魚羹嘉義中興路店,ChIJh6FqTROXbjQR8_juz6jGZVs,60089台灣嘉義市西區中興路293號,"23.481969,120.4328101",4.2,60
鑫現炒,ChIJ4ysROTKUbjQRpuvJGFfPzB4,600台灣嘉義市西區文化路19-1號,"23.4756376,120.449872",2.6,360
清原芋圓 嘉義吳鳳北店,ChIJ2RqyHoKVbjQRoWXUPerI12w,600台灣嘉義市東區吳鳳北路108號,"23.4769558,120.4536318",2.8,125
2派克脆皮雞排-嘉義文化店,ChIJOztRYjCUbjQRw85JlywpyaI,600台灣嘉義市西區文化路19-2號,"23.4756616,120.449945",3.7,212
馬蔥餅/馬祖奶茶(民生北店),ChIJg-pySO-VbjQR06KqAbDC0MM,600台灣嘉義市西區民生北路37號,"23.4749727,120.4465345",4.9,41
DrinkStore水雲朵嘉義吳鳳店,ChIJE3w2kHmVbjQRHSqe3h8zfc4,600台灣嘉義市東區吳鳳北路100號,"23.4768712,120.4536308",4.3,55
拾覺SEEJOY TEA 嘉義民生北店,ChIJsY2gxeOVbjQRtDNasdj32qc,600003台灣嘉義市西區民生北路46號,"23.4750508,120.446791",4.7,30
胖老爹美式炸雞-嘉義友愛店,ChIJIVnevr2XbjQRrCFOGWgD4yg,600台灣嘉義市西區友愛路135號,"23.4799958,120.433951",4.9,614
川牛木石亭 嘉義店,ChIJ4yg-XIiVbjQR9lzwc9zzygc,600台灣嘉義市西區仁愛路448號,"23.4751524,120.4423667",4.1,663
二姊魯肉飯,ChIJt-UjMwCVbjQR275tJCTJNA4,600台灣嘉義市東區安和街123號,"23.4800009,120.4578733",4.3,27
鑫丼,ChIJa7yVYzCUbjQR7WaAjo_U6MQ,600台灣嘉義市西區文化路17-10號,"23.4752914,120.4498943",3.3,171
好棒棒薯條（吳鳳店）,ChIJg9qu1jaUbjQRib5NOQtpCP0,600台灣嘉義市東區吳鳳北路137號,"23.4771497,120.4533149",4.6,96
石一籠（保義店）,ChIJmcILm8uVbjQRIj9ILTBvJlg,600台灣嘉義市東區保義路6號,"23.5007174,120.4524794",4,6
3鼎紅 麻辣鴨血臭豆腐 嘉義之光 文化民族店-嘉義必吃臭豆腐|麻辣鴨血推薦|推薦銅板美食|特色小吃|人氣鴨血|外帶美食,ChIJPQb2eLGVbjQRJw1RkrToctU,600台灣嘉義市東區民族路343-1號,"23.4760706,120.4521235",4.8,193
21Plus 嘉義民族門市,ChIJ_RIwxnWVbjQRtt9Iyn_7tf8,600台灣嘉義市東區民族路305號1樓,"23.4761848,120.4528932",4.7,121
甘泉魚麵-嘉義文化店,ChIJfZpUYjCUbjQROu7mh1D2lUw,600台灣嘉義市西區文化路19-2號,"23.4755897,120.4499435",4.2,550
林家粉圓,ChIJb11rkDWUbjQRFa7Nvx7YUA8,600台灣嘉義市東區公明路146號 號,"23.4805496,120.4577986",3.9,128
清心福全友愛店,ChIJs6HDTgqXbjQRb_YigfQAz_Q,600台灣嘉義市西區友愛路164號,"23.4800408,120.4342859",3.3,33
A-bao 嘉義德安店,ChIJ2dsw3IOWbjQRu1a0DBudq1U,600台灣嘉義市西區德安路55號,"23.4838044,120.4316382",3.7,251
紅麥田嘉雄店,ChIJhbKZ6YCVbjQR57bvQ9qkHK8,600台灣嘉義市西區民族路755號,"23.4751217,120.4412591",4,61
奮起湖現烤甜甜圈，百年檜木甜甜圈,ChIJN8wg2LzCbjQROxUc2xPQ4f8,604台灣嘉義縣竹崎鄉,"23.5037345,120.6950206",4.3,1520
一味家水餃,ChIJl6l3Z42VbjQR6CwSULZH3DE,600台灣嘉義市西區民族路807號,"23.4750384,120.440251",5,6
興達自助餐,ChIJEdFrRIGWbjQRqq3yVnLzHik,600台灣嘉義市西區八德路110號,"23.4853536,120.4308737",4.3,260
九陶石頭火鍋｜文化路火鍋｜火鍋外帶,ChIJY-x6eDCUbjQRQTo2BLqkXrA,600台灣嘉義市西區康樂街90-8號,"23.4749896,120.4495867",4.5,168
打貓冰果室,ChIJJ_UNukqUbjQRqVxWuKwx3Hk,600台灣嘉義市東區中山路76號,"23.4823431,120.4598504",4.3,2727
秘醬滷味 嘉義德明店,ChIJvbUeAsqXbjQR9UBPe0YRmeI,600台灣嘉義市西區德明路103號,"23.482611,120.4318018",4.9,205
好手沏紅茶友愛店,ChIJFeP06oKWbjQRpfdcyHUjlcg,600台灣嘉義市西區友愛路117號,"23.4795566,120.4340353",4.5,28
Tea's原味 嘉市光華店,ChIJ1V6U7zaUbjQRHP07cpKxJ6w,600台灣嘉義市東區光華路20號,"23.4770994,120.4550835",4.1,23
嘉義行運8兩雞雞排友愛店,ChIJNY7IdxqXbjQRQnPfBKVCOA4,600台灣嘉義市西區友愛店101號,"23.4792385,120.4340338",4.7,24
明木滿月油飯-嘉義老字號美食,ChIJcZ-vfkqUbjQRaj4Z_wd20iM,600台灣嘉義市東區公明路114號之4,"23.480747,120.4592357",4.3,176
喝啥呢,ChIJ1wx514mVbjQRJXMxvLldQ2A,600台灣嘉義市東區吳鳳北路99號,"23.4761291,120.4534196",4.6,38
迷客夏Milksha 嘉義八德店,ChIJn25SyoCWbjQR_fvnvWhRIrg,60085台灣嘉義市西區八德路229號,"23.4885681,120.4301983",3.9,172
日初。米卡｜無糖鮮乳優格 民族門市,ChIJb637hyk0BhQR5L4Ib_P4afs,600台灣嘉義市西區民族路776號,"23.4753786,120.4410772",3.9,57
樂在飲事所,ChIJE8_pDlyXbjQRzUHRg6IzKZQ,600台灣嘉義市西區德明路97號,"23.4824983,120.4317958",4.5,85
巧巧小肉粽,ChIJE2v2TzaUbjQRJGwr1_gw3K0,600台灣嘉義市東區文昌街62號,"23.4773134,120.4566716",3.8,162
三媽臭臭鍋南門圓環店,ChIJJ9ZKUDaUbjQRhERNco6ute0,600台灣嘉義市東區民族路202號,"23.4767134,120.4565427",3.9,161
糜特早午餐．Meet Brunch,ChIJ6XBZWq2VbjQRQ9I1ISxhxmU,600台灣嘉義市東區蘭井街3號,"23.4783768,120.4579028",4.9,302
DiDaTea 滴答茶作 (原TEA-TOP 第一味),ChIJl7Gi-iqVbjQR2PTS1ezvmCA,600台灣嘉義市新榮路115號垂楊路586號,"23.4735484,120.4446593",4.5,174
布萊恩紅茶嘉義新光三越垂楊店,ChIJqZfynCaUbjQRWb9K7LtALsA,600台灣嘉義市西區垂楊路726號B1,"23.4732642,120.4412604",3.8,93
熊本家新光三越嘉義店,ChIJ0SyS6N-VbjQRnU7zfTz_PfA,600台灣嘉義市西區垂楊路726號B1F,"23.4737443,120.4412523",0,0
豆豆之家,ChIJCUF1hcaVbjQRWm1I9Zv-3Rg,600台灣嘉義市東區保建街31號,"23.5009698,120.4552679",4.5,50
NN奶酪,ChIJOcR9gRCVbjQRmy8MLpNT60Q,600台灣嘉義市西區康樂街270號,"23.4743449,120.4410082",4.9,23
蹦啾鮮奶雞蛋糕,ChIJJW49PFyVbjQRcFYAdSaXJsQ,600台灣嘉義市西區新榮路117號,"23.4736451,120.4446406",4.8,63
黑波堂,ChIJZax3W-WVbjQRycCJkYqQDfk,600台灣嘉義市西區博愛路二段323號,"23.4768418,120.435856",3.9,27
MAGiC TOUCH点爭鮮-嘉義店,ChIJa5T8tL-VbjQRNA6GaHupyDc,600台灣嘉義市東區垂楊路320號,"23.4742248,120.4519967",4.1,1131
新冰味 100%新鮮水果冰,ChIJawYcXieVbjQRJJMwKtdP0lo,600台灣嘉義市東區民國路181號,"23.480189,120.4601048",4.4,277
京站永春湯包麵館,ChIJvdK1mIOWbjQRYyqh1Vu74SU,600台灣嘉義市西區中興路341號,"23.4819472,120.4313591",4.4,509
鰻魚日記 MIAMANDAY嘉義店,ChIJ0UbLwC6VbjQRz8OxMPiEVgQ,600台灣嘉義市西區垂楊路726號B1,"23.4736948,120.4410686",3.6,26
茶湯會 民生南店,ChIJr8fS1SSUbjQRU8tpvuGl7lM,600台灣嘉義市西區民生南路2號,"23.4733694,120.4467325",3.5,181
肯德基 嘉義垂楊餐廳,ChIJBQ9UxzqUbjQRC064oc4AL9k,600台灣嘉義市西區垂楊路460號,"23.473862,120.448346",4,2313
了凡油雞．燒臘．飯．麵 嘉義垂楊店,ChIJpdqgrKeVbjQRFZZIElwefLs,600台灣嘉義市西區垂楊路726號B1,"23.4736948,120.4410685",4.8,584
Pizza Hut Chiayi Zhongxing,ChIJg6vRnoOWbjQRgsN43DxDIDI,600台灣嘉義市西區中興路345號,"23.4818415,120.4311593",4.3,422
咕咕桶仔雞,ChIJnYjpBgsFbjQRTXwkqPMuuxI,600台灣嘉義市西區友愛路48號,"23.4771054,120.4346132",4.2,5
川居小館,ChIJjwqtdkqUbjQRBt--1cRpNJw,"No. 28, 維新路東區嘉義市台灣 600","23.4800751,120.4592639",3.9,429
義大利複合式餐飲,ChIJ64HLmIOWbjQRYKPy0R2xn7c,600台灣嘉義市西區中興路343號,"23.4819446,120.4312362",3.9,94
丸亀製麵 新光三越嘉義垂楊店 烏龍麵餐廳,ChIJteXJnSaUbjQRVm27w-SbkXo,600台灣嘉義市西區垂楊路726號B1,"23.4736948,120.4410685",4.4,701
摩斯漢堡 嘉義吳鳳店,ChIJFywjnTeUbjQRJU1n3LmiXJQ,600台灣嘉義市東區垂楊路235號,"23.4739525,120.4540151",4.2,1120
一茶工房,ChIJmwMBmCaUbjQRBUEua-MajUU,600台灣嘉義市西區垂楊路563號,"23.4726986,120.4406915",4.4,357
成功81養生手工包子饅頭,ChIJI-AyP3SVbjQRsaIkhFrPJ_w,600台灣嘉義市西區成功街81號,"23.4720475,120.4429626",4.3,9
合家香魯軟骨飯,ChIJCSPSFySUbjQRzGRDdCe6wI0,600台灣嘉義市西區仁愛路291號,"23.4724434,120.442421",4,390
堂口麵館-仁愛店,ChIJ408HBauVbjQRC13pVkCgalQ,600台灣嘉義市西區建成街20號,"23.4720414,120.4418421",4.8,77
奶爸茶飲鬆餅店,ChIJEb7rziMWaTQRWlL-IQd2xYM,600台灣嘉義市西區新民路801-2號,"23.4732549,120.4393815",4.5,126
憶湘埕野生愛玉專賣店,ChIJ6zDYwSaUbjQRi4-qnp7agr8,600台灣嘉義市西區垂楊路788號,"23.4731997,120.4398526",4.6,118
多那之嘉義民國門市,ChIJVQ0EdZKVbjQRQeOwHVAeR8A,600台灣嘉義市東區民國路143號,"23.4791462,120.4601848",3.1,248
綠巨兒水果百匯,ChIJF4RYkl6VbjQR4BMH9ACU7Xs,600台灣嘉義市西區民生南路55巷6號,"23.4719939,120.4474139",5,6
大掌櫃高麗菜煎餅舖/嘉義美食/嘉義小吃/嘉義煎餅/西區美食/西區小吃/西區煎餅,ChIJkejLNzGUbjQRvuT7RO3fKT0,600台灣嘉義市西區康樂街412號,"23.4739195,120.4373058",4.5,41
醉財神複合式餐飲,ChIJO2VuakqUbjQR7q6k9kmHEvI,600台灣嘉義市東區民國路155號,"23.4795641,120.4601741",3.5,232
在義起 焗烤義大利麵,ChIJJayB0P-VbjQREJEkU2RV5wY,600台灣嘉義市西區建成街1號,"23.4719894,120.4421398",2.9,19
圓環火雞大王,ChIJE-XK30mUbjQRqXI6yM1anwM,600台灣嘉義市東區民族路108號,"23.4769444,120.4589654",3.8,613
二丫頭麻辣涼麵,ChIJC_31ODaUbjQR3bdhYzrZYYQ,600台灣嘉義市東區民族路170號,"23.476778,120.457478",3.7,1129
双十八木．嘉義民族門市,ChIJxSwgfdiVbjQRUkThrl4jK1Y,600台灣嘉義市東區民族路123號,"23.4766269,120.4581292",4.4,153
合家香魯軟骨飯,ChIJCSPSFySUbjQRzGRDdCe6wI0,600台灣嘉義市西區仁愛路291號,"23.4724434,120.442421",4,390
高雄周燒肉飯,ChIJUa-ANySUbjQRp3Fsbkft5aA,600台灣嘉義市西區垂楊路485號,"23.4729301,120.4425972",3.6,288
陳聰明沙鍋魚頭,ChIJsVWWxiaUbjQRsmQ0sIpfykw,600台灣嘉義市西區新民路880號,"23.4725162,120.4397285",2.2,640
魔王狂爆雞排（新生路165號）,ChIJgxBcQcKVbjQRGzVyt8rtR6I,600台灣嘉義市東區新生路165號,"23.4811804,120.4611593",4.9,30
cama café 嘉義垂楊店,ChIJ9X9LF8KVbjQRYqhE3HZh9Bg,600台灣嘉義市西區垂楊路525號,"23.4728648,120.4414611",4.2,30
麗佳銅鑼燒（丁麗佳銅鑼燒）,ChIJtTWmBemVbjQR1KO4807HXuE,600台灣嘉義市西區仁愛路362號,"23.4726692,120.4426131",4.8,8
鳳壽司,ChIJ7Qm_OTaUbjQRlQP_oOGtzjU,"號 No. 145, 民族路東區嘉義市台灣 600","23.4766565,120.4576391",3.7,135
華龍粥,ChIJWbYXyTeUbjQRzHcmfOW2ssc,600台灣嘉義市東區共和路64號,"23.4757445,120.4560404",4.2,111
玥達人手作可麗餅-嘉義東門店,ChIJN_gl9kKVbjQRszg3cUBcyz0,600台灣嘉義市東區民國路147號,"23.4794378,120.4601878",5,73
嘉義蔡家包子饅頭店,ChIJVzMUxDaUbjQRhKhZJw4gdrk,60037台灣嘉義市東區吳鳳南路13號,"23.4735692,120.4541226",3.7,42
忠珍溫州大餛飩,ChIJBemp9Y6XbjQRa3LIiAkaMSI,600台灣嘉義市西區北社尾路34巷32號,"23.4926736,120.429128",4.9,22
林家麵館,ChIJG_xgCiSUbjQRMfaL4HOci04,600台灣嘉義市西區賢雅街52號,"23.4711698,120.4431812",4.2,360
名傳牛排館,ChIJW3UJDiSUbjQRwD9XppaYGg8,600台灣嘉義市西區仁愛路324號,"23.4716977,120.442682",3.7,260
