Name,placeID,address,location,rating,userRatingTotal
碳口憩俱樂部,ChIJzyuXiJqVbjQRPwGgB5aAu3U,60006台灣嘉義市西區民權路364號之1,"23.482254,120.4488377",5,183
舊廚飯廳,ChIJDUkIQsKVbjQR5p5bAmnv8no,600台灣嘉義市東區吳鳳北路318號,"23.4840896,120.4524224",4.7,163
1314(倚山倚食）異國料理餐廳,ChIJNQykNDiVbjQRTwTHlEIgV5g,600台灣嘉義市東區忠孝路284-3號,"23.4858141,120.4538135",4.1,86
Yolk Brunch 悠刻早午餐,ChIJmy3yoDOUbjQReK8sTkzH17g,600台灣嘉義市東區吳鳳北路338號,"23.4846418,120.4523788",4.1,488
聯合國異國風味料理便當,ChIJ_V4eMj6UbjQRplIxEu1e7Dw,台灣嘉義市東區忠孝路284-3號600 號,"23.4858141,120.4538135",3.6,36
一心牛排館,ChIJp2EqQzOUbjQRYDE28aqf8Hs,600台灣嘉義市東區吳鳳北路314號,"23.4839905,120.4524309",4.3,404
OWL COFFEE 貓頭鷹咖啡,ChIJr-oYrDOUbjQR-os0vOU5mIo,600台灣嘉義市東區民權路369-3號,"23.482274,120.4504851",4.5,184
御饌鼎皇火鍋店-嘉義店,ChIJY59if0eVbjQR4AxIRWcnOUM,600台灣嘉義市西區民權路447號,"23.4817364,120.4462057",4.7,165
香草微風田園廚房,ChIJvYZW0uKGDhQRHm8cCvuwbK0,302台灣新竹縣竹北市白地街496巷221弄16號,"24.8539757,120.9666244",4.4,1360
食初,ChIJn_cUHjKUbjQRqm94XwDDFXc,600台灣嘉義市西區國華街214號,"23.4806345,120.4484468",4.1,234
烏龍苑讚岐烏龍麵店-斗六中南店,ChIJDRnqq4bJbjQRM2uWdbKQZbk,640台灣雲林縣斗六市中南路290巷35弄145號,"23.7356855,120.5642689",4.6,11
Teumsae Ramyeon(明洞总店),ChIJb9H1BfCifDURV3auSK4PW1w,"19-10 Myeongdong 10-gil, Jung-gu, Seoul, 南韓","37.5629882,126.9859691",4.4,209
吐司男 嘉義民生店,ChIJB55PEnuVbjQR0kMlte37hLs,60048台灣嘉義市西區民生北路230號,"23.4801719,120.4462939",4.5,756
壹等葉-臺灣牛肉麵（中央廣場店）,ChIJLwvLYLCVbjQRh-eCdbFljYM,600台灣嘉義市東區文化路222號,"23.4808132,120.4494949",3.7,289
嘉義蓁油飯,ChIJayCfaOeVbjQRebNqg6-4oPI,600台灣嘉義市東區忠孝路522-2號,"23.4942433,120.4528006",5,3
錦蓉越南美食,ChIJWSymGDKUbjQRDx4oEsHdias,600台灣嘉義市西區北榮街107號,"23.4807659,120.448874",4,113
鮮御食堂（鮮御快車）,ChIJQ7CnDRzBbjQRXpg_HV28JtU,604台灣嘉義縣竹崎鄉131 604,"23.5176677,120.5497444",5,5
四季食堂,ChIJK8nv8iqUbjQRHUBfrPVa5Sk,600台灣嘉義市西區北興街291號,"23.4861293,120.4372945",4.2,79
養心園素食,ChIJe1WpIzKUbjQR15uzRaJ5nKY,600台灣嘉義市東區北榮街62號號,"23.4809353,120.4489278",4.5,162
柳記鹹酥雞,ChIJYT2ZM3iVbjQR0TmgAkBPgnk,600台灣嘉義市東區忠孝路522附1號,"23.4940376,120.4526824",4.6,61
肉嘞,ChIJBTJMxeWVbjQRjO7GhKZm78Q,60041台灣嘉義市西區中山路340號,"23.479927,120.4473394",4.2,494
燃 手串,ChIJYw0KKDKUbjQR0_Ba8ix2REw,600台灣嘉義市東區文化路157號,"23.4806387,120.4493305",4.3,880
剛剛好麵舖,ChIJS38hQXeVbjQRDKZSkILa_js,600台灣嘉義市西區文化路167號,"23.4808037,120.449286",4.9,78
美麗春天早午餐,ChIJ7QcgejOUbjQR9E5m9wHhDHs,60044台灣嘉義市東區民權路311號,"23.4826202,120.4521142",4.6,198
馬爺韓式料理,ChIJJVtjKDKUbjQRDz0ifAprkA8,600台灣嘉義市東區文化路161號,"23.4804812,120.4493576",3.9,162
舞桔早午餐,ChIJ0Q9yIjKUbjQRQtj9RDuFuBo,600台灣嘉義市西區北榮街72號,"23.480917,120.448759",4.2,77
四季食堂,ChIJK8nv8iqUbjQRHUBfrPVa5Sk,600台灣嘉義市西區北興街291號,"23.4861293,120.4372945",4.2,79
巴甜蔬食家廚-中正公園店,ChIJT_SsHTKUbjQRaaT2BKxqDDI,600台灣嘉義市西區北榮街123號,"23.4806781,120.447675",4.3,725
肉嘞,ChIJBTJMxeWVbjQRjO7GhKZm78Q,60041台灣嘉義市西區中山路340號,"23.479927,120.4473394",4.2,494
韓鍋國燒泡麵小館,ChIJiyWIctGVbjQRwgkK-Kh2MxE,600台灣嘉義市西區北榮街70號,"23.480782,120.4488127",5,3
丹鵬便當,ChIJ__uwhUaVbjQRz6aYULCCpCY,60078台灣嘉義市東區嘉南街16號,"23.4925234,120.4541747",4.3,29
失眠燒烤/嘉義美食/嘉義晚餐/嘉義推薦餐廳/嘉義酒吧/嘉義宵夜/嘉義燒烤,ChIJC6ZCuhKVbjQRDUcrWGGZxOk,600台灣嘉義市東區忠孝路346巷18號,"23.4891011,120.4549807",5,170
何首屋 藥燉排骨｜嘉義美食推薦｜東區美食｜嘉義餐廳推薦｜嘉義火鍋｜嘉義美食｜嘉義小吃｜嘉義晚餐,ChIJV4pCljOUbjQRftje4v-WXhc,600台灣嘉義市東區成仁街208號,"23.4817235,120.4517014",4.2,339
売LO-SO小餐館,ChIJvW6_wOqVbjQR4F2MfUJrGIY,600台灣嘉義市西區北榮街115號,"23.4807579,120.4482148",4.7,227
熊富手打烏龍麵館,ChIJEfycFzSUbjQRr-8eLHN1a14,600台灣嘉義市東區忠孝路211號,"23.4839348,120.4537019",4.4,2427
黃家鹹酥雞,ChIJ53Fu0u6VbjQRT_tVEWA7FHY,600台灣嘉義市西區民族路579號,"23.4755885,120.4462101",4.9,88
韓宵한 샤오,ChIJhU2YJEqVbjQRbLu4zf4Q4P4,600台灣嘉義市西區忠義街142號,"23.4803235,120.4473172",4.2,369
嘉農人香雞排,ChIJK4cOJM-VbjQRn5Cm-gywATU,600台灣嘉義市東區嘉北街80號,"23.4939831,120.4540003",4.2,237
林家脆皮地瓜球,ChIJI1NiU4GXbjQRUGywxxSqGmw,612台灣嘉義縣太保市中山路二段,"23.4994577,120.3678516",0,0
葉記牛肉,ChIJXxQKhzGUbjQRsapWfaT9mOY,600台灣嘉義市東區文化路186號,"23.4802591,120.4496335",4.1,222
川居小館,ChIJjwqtdkqUbjQRBt--1cRpNJw,"No. 28, 維新路東區嘉義市台灣 600","23.4800751,120.4592639",3.9,429
樸素齋坊(林森店),ChIJR1FC-MqVbjQRx2smP7XlkYk,600台灣嘉義市東區林森東路55號,"23.4868614,120.4555335",4.2,666
幸福timing茶飲專賣,ChIJIZ8QH7OVbjQRGVvV_dwraLI,600台灣嘉義市西區友竹街11巷2號,"23.4830715,120.4380972",4.6,10
串亦燒-嘉義保安店,ChIJe8AJedWVbjQRqWxzeh4bkyY,600台灣嘉義市西區保安四路1號,"23.490867,120.4362515",4.3,673
初素 素食炸物（北興總店）,ChIJOYSDkCqUbjQRu8btIoOnYt8,600台灣嘉義市西區北興街398號,"23.4866702,120.4364696",4.9,25
四信豆奶攤,ChIJ1S8wTi6UbjQR-JomP-V0ju4,600台灣嘉義市西區西榮街215-211號號,"23.4791631,120.4452074",4.4,157
Louisa Coffee 路易．莎咖啡(嘉義圓環門市),ChIJLy7l_-mVbjQRYg54iOOvoUg,600台灣嘉義市西區中山路294號,"23.4799932,120.4493201",3.7,554
純情專売所（純情雞蛋糕）,ChIJtx-3FDGUbjQR2fxgs5IpbSI,600台灣嘉義市東區公明路404號,"23.4799394,120.450456",4.6,844
冠壽司日本料理,ChIJt0gu31aVbjQRA-gr1zjINZE,600台灣嘉義市東區中山路206號,"23.4809515,120.451725",4.2,125
馮記廣式美食館,ChIJM3DoFmKVbjQRu4CYnubVKhw,600台灣嘉義市西區新榮路329號,"23.4791824,120.444032",4.1,104
林家脆皮地瓜球,ChIJI1NiU4GXbjQRUGywxxSqGmw,612台灣嘉義縣太保市中山路二段,"23.4994577,120.3678516",0,0
來道好食雞-嘉義店,ChIJ44KNbvCVbjQRuXWDBhGplgA,600台灣嘉義市西區新榮路208號,"23.4791625,120.4442123",4.6,348
稻荷寿司 中山店,ChIJK6bXQaSVbjQRHTdRHcGmqFg,60041台灣嘉義市東區中山路188號,"23.4812171,120.4521282",4,86
菜桃滷味,ChIJ1yEkLxeVbjQRbUB4_iweHIY,600台灣嘉義市東區中山路293號,"23.4800688,120.4502858",5,43
九條牛牛肉麵-嘉義店,ChIJPSyn9VmVbjQRdH0sUr5rByI,60048台灣嘉義市西區民生北路216號,"23.4794522,120.4463542",4.3,354
3馬克 鍋物料理 石鍋拌飯 (嘉義嘉北店) THREE MARK Hotpot,ChIJ7xjA5u6VbjQRwsEnQTgbGN8,600台灣嘉義市東區嘉北街102號,"23.4940352,120.4534025",4.7,28
KL 馬來炒飯,ChIJl0XdicSVbjQRWfrAso9ZPEk,600台灣嘉義市東區忠孝路238號,"23.4837923,120.4537253",3.2,30
阿亮香雞排嘉義保安店,ChIJdY_Kr1OVbjQRkl1vYcpu2-E,600台灣嘉義市西區保安四路17號,"23.4913232,120.4358894",4.5,4
「我們搬家囉」桃城烹茶（文化路168號）就在阿霞雞肉飯正對面,ChIJ9-1lp2SVbjQR8aZBkASpNmI,600台灣嘉義市西區文化路168號,"23.4792071,120.4498298",4.4,124
加山記養生燉湯l人蔘雞湯l推薦餐廳l嘉義美食l文化路商圈,ChIJGelkR8KVbjQRqHs_7Ovmh88,600台灣嘉義市東區公明路392號,"23.4799522,120.4507518",4.4,159
台林街新港鴨肉羹,ChIJ_We0TsaVbjQRfA1zAFQqhrs,600台灣嘉義市東區台林街125號,"23.4953135,120.454719",4.5,439
好捧友の家 & 老漢方藥膳排骨,ChIJ8Tgg-MqVbjQRtDAewGO69Pw,600台灣嘉義市東區林森東路60號,"23.4866831,120.4566475",4.2,48
胖叔叔-晚餐、宵夜、點心,ChIJBUkBksGVbjQRRQxGASMQnBY,600台灣嘉義市東區林森東路70號,"23.4867236,120.4568818",4.6,339
楊姐麻辣燙,ChIJUaK6jwaVbjQR2ooAXdcAbZo,600台灣嘉義市西區中正路450號,"23.4788771,120.4489164",4.2,29
Mr.Night古巴三明治,ChIJd0WVYyWUbjQRngjn_tkhalc,600台灣嘉義市西區中正路660號,"23.4787276,120.443767",4.2,203
飯丸屋 嘉義公明店 嘉義飯糰 嘉義美食 沖繩飯糰 日本飯糰,ChIJYVMhFnGVbjQRcYI9jjwFvcw,60047台灣嘉義市東區公明路394號,"23.4799945,120.4507932",4.8,956
Mr.Night古巴三明治,ChIJd0WVYyWUbjQRngjn_tkhalc,600台灣嘉義市西區中正路660號,"23.4787276,120.443767",4.2,203
胖叔叔-晚餐、宵夜、點心,ChIJBUkBksGVbjQRRQxGASMQnBY,600台灣嘉義市東區林森東路70號,"23.4867236,120.4568818",4.6,339
小陳捲餅-嘉義忠孝店,ChIJD90ZNcmVbjQRRp4JwBCOXh4,600台灣嘉義市東區忠孝路428號,"23.4917296,120.4530896",4.5,168
狀元糕,ChIJ8VOqmzGUbjQRQFwX4pXy1Qc,600台灣嘉義市西區文化路135號,"23.4794999,120.4495424",3.6,69
稻町爆漿車輪餅,ChIJ5cehjCyXbjQRSIgBLhTfMbI,600台灣嘉義市西區北興街419號,"23.4874382,120.4346895",4.5,12
99食賞家,ChIJ3T8whTeUbjQR1CdcFEy44mg,600台灣嘉義市東區宣信街347號,"23.4740737,120.4565013",3.9,7
食雞成熟,ChIJZYFx4QyXbjQRCmMPUTjHQus,600台灣嘉義市西區民生北路186號1樓,"23.4784832,120.446495",4.8,473
加山記養生燉湯l人蔘雞湯l推薦餐廳l嘉義美食l文化路商圈,ChIJGelkR8KVbjQRqHs_7Ovmh88,600台灣嘉義市東區公明路392號,"23.4799522,120.4507518",4.4,159
麻辣風暴鴛鴦火鍋,ChIJ3wYbvp6WbjQRv951BsKcXcY,600台灣嘉義市西區興達路358號,"23.4857001,120.4358306",4.1,1285
現炸排骨酥,ChIJf3E42jGUbjQRH0qNGnZ4ZA0,600台灣嘉義市西區中正路502號,"23.4788194,120.4477328",4.8,23
阿婆炸麻糬,ChIJJa5j0SSUbjQRD_uXGs08GLs,600台灣嘉義市西區民生南路54號,"23.4724428,120.4469505",4.7,400
永芳火雞肉飯,ChIJCXLZQQKVbjQRQ4gBM_0oqdE,600台灣嘉義市西區中正路432號1樓2樓,"23.4789151,120.4493474",3.5,191
胖宏宵夜,ChIJzR7NKAEjaDQRkjtvF5pHVxA,320台灣桃園市中壢區延平路306號,"24.9607666,121.2257647",4.1,189
吳記排骨酥,ChIJYyjeYzCUbjQRrZ2S03RSHaI,600台灣嘉義市西區國華街129號,"23.4761696,120.4487782",4.2,990
愛喵雞蛋仔&爆漿雞蛋糕（小野幸福燒）&熱奶寶,ChIJefS3mzGUbjQRPmMfW7ermzU,600台灣嘉義市東區文化路131號,"23.4793546,120.4495566",4.9,306
魔王傳統雞排 公明店,ChIJPbreEMiVbjQR6NQOQmwUw6k,600台灣嘉義市東區公明路307號,"23.4797597,120.4507887",4.7,47
名香越式美食,ChIJWUwm49-VbjQRmOqZ8MQ5sos,600台灣嘉義市東區新生路793號,"23.4958987,120.4532319",4.5,85
在地魯肉飯,ChIJQ3mV_sWVbjQRXY_ABZGBBaA,600台灣嘉義市東區新生路797號 號,"23.4958748,120.4529625",4.4,35
天堂手作地瓜球,ChIJMVWmkPGVbjQRaxFxaTLChWk,600台灣嘉義市西區文化路87號,"23.4780155,120.449614",4.8,41
小口品s,ChIJL_iG1S-UbjQRCcYCXqloXkU,600台灣嘉義市西區光彩街453號,"23.4777303,120.4470138",4.9,354
古早味夯蕃麥 烤玉米,ChIJnQRDRLiVbjQRn-acNdOtisU,600台灣嘉義市東區和平路361巷7號,"23.4836187,120.4554952",4.9,19
畢卡索披薩店 Picasso's Pizza,ChIJ6-KErLiVbjQRDbY4NCuL7DI,"600, No, No. 134 號興中街東區嘉義市台灣 600","23.479326,120.4513579",4.8,120
左阜右邑 嘉義新生店,ChIJN3M1F8aVbjQRvJS06lfb7oM,60074台灣嘉義市東區新生路830號,"23.4962906,120.4539979",4,664
騰之雞排專門店_嘉義北興店,ChIJh-Qnv1mXbjQRIp6206-dzmE,600台灣嘉義市西區北興街448-3號,"23.4877224,120.4344706",4.4,56
巧味手工鮮肉湯包,ChIJZ3ZR-BOVbjQRQyrUR5uojTg,600台灣嘉義市東區文化路123號,"23.4792136,120.4495891",4.4,23
茶米湯,ChIJyZJAzjCUbjQRQ3ZLJFQqyp0,600台灣嘉義市東區民權路170號600,"23.4833752,120.4559075",4,27
三樂便當,ChIJxSVFnaiVbjQRcPWaZnKeZEo,600台灣嘉義市東區新生路771號,"23.4959332,120.4536479",3,67
郭家雞肉飯-中正路,ChIJbXnIjgiVbjQRdysbGnTvlHo,600台灣嘉義市西區中正路341號,"23.4788154,120.4507015",3.8,492
嘉義基隆廟口鹹酥雞,ChIJkfPzUC-UbjQRncJiwzXRZm8,600台灣嘉義市東區中正路390號,"23.4789553,120.4504517",4.7,3077
桃城雞排 中正創始店,ChIJgyQGIi-UbjQRxhuPqBm0OTg,600台灣嘉義市西區中正路698號,"23.4786139,120.4429311",4.2,1039
老乾杯 嘉義耐斯王子店,ChIJk-Dd5xaVbjQRbg5LNfn_IAM,600台灣嘉義市東區忠孝路600號嘉義耐斯王子大飯店17樓,"23.4966123,120.4533931",4.6,378
阿榮師啤酒鴨,ChIJa0lbzgOVbjQRzOHpowHMJ3M,600台灣嘉義市東區中正路337號,"23.4788691,120.4508985",4.3,398
喵嗚屋,ChIJ89cN4UC3LjQR5C652UkdUcw,中國CN 湖北省 武汉市 江夏区 4-412档东南方向40米 邮政编码: 430068,"30.41594,114.31312",0,0
一甲子豆花 嘉義中正店,ChIJURL05J-VbjQR1VuXUlkiWm8,600台灣嘉義市東區中正路359號,"23.4787094,120.4503791",4.9,135
澄香居蔬食滷味,ChIJgxrTfQWXbjQR16ghUnUbR3o,600台灣嘉義市西區北興街447號,"23.4876325,120.4343233",4.8,58
波里手作早午餐,ChIJO5V4JDOVbjQRpo02d7fjpks,600台灣嘉義市東區民權路275號,"23.4832451,120.4558814",4.2,111
四海脆皮臭豆腐,ChIJIXGnnd6XbjQRkSQgTQJ6kvo,600台灣嘉義市西區中興路142號600,"23.4825871,120.4365581",3.9,68
小飛象早午餐,ChIJlfUH06qVbjQRXA6-BOD7xf8,600台灣嘉義市東區民權路174號,"23.4834055,120.4558391",4.5,196
四海脆皮臭豆腐,ChIJIXGnnd6XbjQRkSQgTQJ6kvo,600台灣嘉義市西區中興路142號600,"23.4825871,120.4365581",3.9,68
茶米湯,ChIJyZJAzjCUbjQRQ3ZLJFQqyp0,600台灣嘉義市東區民權路170號600,"23.4833752,120.4559075",4,27
家香魯肉飯,ChIJgz_Q4y6VbjQRqVhUCdXwz2I,600台灣嘉義市東區嘉北街14號,"23.4938961,120.4560116",4.1,37
峇曼滷製所,ChIJuQ3KM7WVbjQRbzG78LHdb4c,600台灣嘉義市東區中正路378號,"23.4790636,120.450695",4.8,198
黃記涼麵涼圓,ChIJ9Vj5dzGUbjQRhikgtDJskbU,600台灣嘉義市東區興中街6號,"23.4745663,120.4518316",4.3,3283
初八麵食堂（嘉義總店）,ChIJu4Fb5TSUbjQR6hAN9zn3850,600台灣嘉義市東區安樂街188號,"23.4825105,120.455239",4.7,4694
欣園便當,ChIJVzJlJ8aVbjQR0_i_bbzXI24,600台灣嘉義市東區台林街108-4號,"23.4953143,120.4548463",4.4,34
卡早起晨 早午餐 Kaza Kitchen,ChIJ8wwH-ZKVbjQRNOhSd4Ec7bg,600台灣嘉義市東區公明路263號,"23.4796981,120.4522877",4.1,164
微風那裡早午餐,ChIJcfVwULaVbjQRQJd6SCBCDTA,600台灣嘉義市東區宣信街149號,"23.4675854,120.4612038",4.2,75
濰克早午餐嘉義民生北店,ChIJBSLrLueVbjQRLW4ZNm30Zq0,600台灣嘉義市西區民生北路169號,"23.4781262,120.4462195",4.3,367
元町家橫濱家系拉麵 嘉義店,ChIJBf4hoUmVbjQRyThy1Euc3s0,600台灣嘉義市東區忠孝路600號B1,"23.4965197,120.4525821",4.7,1499
巧味手工鮮肉湯包,ChIJZ3ZR-BOVbjQRQyrUR5uojTg,600台灣嘉義市東區文化路123號,"23.4792136,120.4495891",4.4,23
正宗心肝湯,ChIJsRg_51yVbjQRHQ4HVDkGl0g,600台灣嘉義市東區文化路,"23.4787191,120.4498173",0,0
花樂食堂,ChIJZfOxFDGUbjQRSUirB9r-3aw,600台灣嘉義市東區興中街117號,"23.4785846,120.4512988",4.3,953
鼎味寶 藍菠雞 （嘉義市彌陀夜市店）,ChIJN0fLqwiVbjQR82Lx7D96BIk,600台灣嘉義市東區立仁路30號,"23.4656388,120.4663021",4,2
肌．蛋糕-Muscle Egg,ChIJTVU2X0iUbjQRuEuO8wtCBBw,600台灣嘉義市西區文化路87號,"23.478003,120.4496213",4.7,35
悟茶道,ChIJk57hz2SVbjQRwEoqeYXPr4c,600台灣嘉義市東區新生路733號,"23.4957332,120.4545667",4.2,50
初食拉麵,ChIJj4G6FS-UbjQR9TUsCRuxTMA,600台灣嘉義市西區西門街153號,"23.477853,120.4430493",4.1,157
真好味麵食館,ChIJ24HNENWVbjQR7QwmmqsoaQg,600台灣嘉義市東區新生路784號,"23.4954631,120.4554364",3,4
孜然烤肉,ChIJ-2QjqTGUbjQRXmM4qUdlnVw,"No. 134, 文化路西區嘉義市台灣 600","23.4779289,120.4500827",4,12
樂豆先生Mr. Lovebean 。全豆植物飲專門店│全豆豆漿│不濾渣豆漿│嘉義豆漿名店│豆漿推薦│,ChIJS8uRXS-UbjQRPJWmqo_bNRE,600台灣嘉義市西區蘭井街309號,"23.4771119,120.4466752",4.8,61
Kiss 起士馬鈴薯,ChIJnYpJuCaVbjQRWz--erOjbVE,600台灣嘉義市東區安和街212號,"23.4853708,120.4573485",4.7,85
8鍋臭臭鍋,ChIJg-_LrEuVbjQRGpJrpMq5Kok,600台灣嘉義市東區新生路665-1號,"23.4939056,120.4567395",4.4,92
蝦霸王泰國蝦,ChIJ213MDrqVbjQRY7x7BeWJGrk,60088台灣嘉義市西區興雅路6號,"23.4832032,120.4358089",4.8,59
蕃薯潘地瓜球-旗艦店,ChIJm2OKLVh3bjQRk9pAHd-5puk,701台灣台南市東區自由路三段376號旁第2間貨櫃,"22.982003,120.2373093",4.9,48
五叔公的養生滷味,ChIJzVb8SS-UbjQR5_AmaDmid_Y,600台灣嘉義市西區仁愛路433號,"23.4779252,120.4418545",3.6,78
𡘙師傅便當專賣店-吳鳳店,ChIJ5V15GjSUbjQR8ncIUwX8OG4,600台灣嘉義市東區公明路318號,"23.4799351,120.4530552",3.8,279
米粒熱狗mili GOU嘉義文化總店,ChIJ2ZJl0C6VbjQR7tQEqa6ykn8,600台灣嘉義市西區文化路93號,"23.4780994,120.4497145",4.1,81
霸王沙鍋魚頭,ChIJdcNVaTGUbjQRdNtJfYmCNFk,600台灣嘉義市東區中正路325號,"23.478903,120.4512292",3.7,1084
08平價快炒,ChIJMYkngiCVbjQRsqggizin_v8,600台灣嘉義市東區光彩街357之1號,"23.478174,120.4496025",3.8,71
小林好食,ChIJMyGNwOKXbjQRAfx3IL4EGJg,600台灣嘉義市西區北興街456號,"23.488303,120.433746",4.8,33
米粒熱狗mili GOU嘉義文化總店,ChIJ2ZJl0C6VbjQR7tQEqa6ykn8,600台灣嘉義市西區文化路93號,"23.4780994,120.4497145",4.1,81
三采田美味廚坊/嘉義美食 嘉義餐廳 嘉義小吃 嘉義火鍋 東區美食 嘉義火車站美食,ChIJP5xJE8-VbjQRJLukAcEjdIM,600台灣嘉義市東區台斗街217號,"23.4952455,120.450929",4.6,462
茶之鄉,ChIJ69_g_VrSbjQR1seYgyly67I,558台灣南投縣鹿谷鄉中正路三段2號,"23.7553777,120.7444648",4.7,24
共感日式鍋品 Mega Japanese Hot Pot,ChIJg79zWpeVbjQRjTIfOgUaExU,600台灣嘉義市西區仁愛路560號鉅陞嘉義亮點旅店2F,"23.4780368,120.441986",4.9,1075
戰 鬥 雞 油雞/醉雞-嘉義文化光彩店,ChIJ9S8-7bCVbjQRSs4RkIzGx2k,600台灣嘉義市東區文化路134-1號,"23.4781278,120.4499242",3.5,2
08平價快炒,ChIJMYkngiCVbjQRsqggizin_v8,600台灣嘉義市東區光彩街357之1號,"23.478174,120.4496025",3.8,71
有利脆皮豬-嘉義文化店,ChIJLdNrNW2VbjQRsPKX0vk15aI,600台灣嘉義市西區文化路85號號前,"23.4779322,120.4496853",4.5,64
嘉義碧霞泰國蝦 活魚活蝦,ChIJ3eNq8zKUbjQRarbkKfQVz1Y,600台灣嘉義市東區博東路240號,"23.4907486,120.4577182",4.2,108
凍心炸冰淇淋嘉義文化路店,ChIJ57oYL0i_bjQRqpFLqJfyqFA,600013台灣嘉義市西區文化路93號光彩街口,"23.478185,120.4496681",4.6,85
遇見貓掌燒,ChIJj17QWTCUbjQRUJ91fJDD4hM,600台灣嘉義市西區文化路93號,"23.4781055,120.4497024",4.5,150
阿美炸雞（鹽酥雞）,ChIJ154dqWWVbjQRACAbg1r76Fc,600台灣嘉義市東區民權路146號,"23.4833727,120.4565102",4.5,87
張記鳳爪,ChIJq62aCWI2xzURAkfkjW_W3uQ,中國山东省临沂市兰山区解放路 邮政编码: 276006,"35.0702402,118.2528015",0,0
六之壹複合式餐飲店,ChIJP3xcAIKWbjQRjOE7KYSbssY,600台灣嘉義市西區興雅路6附1號,"23.4832189,120.4357244",4.5,97
食儻生活料理坊-嘉義美食 嘉義小吃 嘉義餐廳 嘉義披薩 嘉義PIZZA 嘉義拉麵 嘉義經濟便當,ChIJ0TZlVi-UbjQRR8RA3NPCE30,600台灣嘉義市西區光彩街559號,"23.4774413,120.4426594",4.2,280
春豐香腸炒米腸,ChIJawYx-siVbjQR08EhzclVZPg,600台灣嘉義市西區文化路83號No,"23.4777516,120.4496987",4,4
孫記早餐,ChIJGd1rl8qVbjQRxZoGwrPoyAQ,60049台灣嘉義市東區維新路171號,"23.485356,120.4580174",4.1,242
明石章魚燒,ChIJY3LRQ22VbjQR0IM_AluMpCE,600台灣嘉義市西區仁愛路433號,"23.4779456,120.4418526",3.3,28
給點麵子餐食館 嘉義美食,ChIJ7y_-_MiVbjQR-W8JFLrFIO4,600台灣嘉義市西區光彩街686號600,"23.4775408,120.4420598",4.2,81
饗咖哩鐵板,ChIJB-u_dS-UbjQRPAdRYhsNOIU,600台灣嘉義市西區新榮路245號,"23.4771584,120.4443227",4.6,374
ㄚ好賣水果 各式水果切盤與新鮮果汁,ChIJGVwJAkiVbjQRXKLGwxgmMRM,600台灣嘉義市東區忠孝路158號,"23.4803726,120.4543872",5,7
方櫃仔滷味,ChIJFcxJqjGUbjQR2y3GvCKIjNQ,600台灣嘉義市東區文化路,"23.4775612,120.4499231",3.1,626
工具車義大利麵,ChIJuRjHqNyVbjQRiDeLtYwWJdw,600台灣嘉義市西區蘭井街246-1號,"23.4772956,120.446883",4.6,67
原饌日式無煙燒肉,ChIJCyklwYWVbjQRXitcvtIIG48,600台灣嘉義市東區忠孝路171號,"23.483119,120.4538161",4.8,1325
鑫皇牛排,ChIJUeoqOMiVbjQRsem8EIVquOA,600台灣嘉義市東區新生路603號,"23.492661,120.457494",4.1,137
悟饕池上飯包 - 嘉義台林店,ChIJWQYJj-yVbjQRgFCzPiaORxA,600台灣嘉義市東區台林街116號,"23.4958895,120.4552556",2.5,28
阿忠ㄟ灶咖 忠鑫快炒,ChIJT--jGWqVbjQRPb0c4DcWqg0,600台灣嘉義市東區新生路660-6號,"23.4945346,120.4565428",4.2,74
大唐廣東粥,ChIJTaiktzeVbjQReDFk2L_gYCI,600台灣嘉義市東區新生路659號,"23.4936474,120.4568049",4.4,32
方櫃仔滷味,ChIJFcxJqjGUbjQR2y3GvCKIjNQ,600台灣嘉義市東區文化路,"23.4775612,120.4499231",3.1,626
加山記養生燉湯（餐車店）,ChIJuV-T542XbjQR1hOAEzP-gg4,600台灣嘉義市西區興通路35-4號,"23.484745,120.4342923",5,12
中東沙威瑪,ChIJ4TKczQYFbjQRzLw1tBn6jGY,802台灣高雄市苓雅區建國一路113號,"22.6313238,120.333301",0,0
嘉義文化夜市 炸 魷魚 Fried Squid,ChIJWdiSFPSVbjQRbSpqQsqgGhs,600台灣嘉義市西區文化路83號,"23.477826,120.4497291",5,8
紐約High薯（超人氣沾醬薯條）,ChIJDQG9VDCUbjQRujPHsVh--6w,600台灣嘉義市西區文化路81-1號,"23.4776601,120.4496904",3.6,21
玖樓燒肉料理,ChIJG2BQw0weaDQR0d8oX1dtHAM,330台灣桃園市桃園區春日路864號,"25.0150867,121.3094269",4.5,2732
盧媽媽中式早午餐,ChIJ06U7IAiXbjQRjrqYMBjWQms,600台灣嘉義市西區北安路26號,"23.489944,120.4333466",4.5,38
叉奔 - 飯麵食事處,ChIJxePpjn8XaTQR2oXMvEEIzZU,407台灣台中市西屯區大福停車場旁號,"24.177024,120.6672134",4,14
2派克脆皮雞排-嘉義文化店,ChIJOztRYjCUbjQRw85JlywpyaI,600台灣嘉義市西區文化路19-2號,"23.4756616,120.449945",3.7,212
觀文化路鹽酥雞,ChIJkZIPDGKVbjQRdWnlH1Z5NKE,600台灣嘉義市西區文化路81-1號外面攤販,"23.4776601,120.4496904",4.2,62
廣一素食餐廳,ChIJp5UtON2VbjQRzN61m0gXfak,600台灣嘉義市東區吳鳳北路217號,"23.4790404,120.453139",4.3,80
